date,RV,TPV,MedRV,JV,JV_med
2023-05-07,2.659720,2.319381,2.246484,0.340339,0.413236
2023-05-08,6.948588,6.130626,6.164075,0.817962,0.784514
2023-05-09,3.128943,2.955200,2.922891,0.173743,0.206051
2023-05-10,14.129781,11.663667,11.513842,2.466114,2.615938
2023-05-11,4.640924,3.848669,4.029413,0.792256,0.611512
2023-05-12,8.025241,6.303613,6.775354,1.721628,1.249887
2023-05-13,2.103075,1.678667,1.788712,0.424407,0.314363
2023-05-14,1.637693,1.399564,1.294481,0.238129,0.343212
2023-05-15,3.200175,2.762092,2.666064,0.438083,0.534111
2023-05-16,2.660608,2.429186,2.471052,0.231422,0.189556
2023-05-17,3.433411,3.027883,3.091584,0.405528,0.341826
2023-05-18,4.400324,4.349337,4.400324,0.050987,0.000000
2023-05-19,2.834280,2.621107,2.449760,0.213173,0.384520
2023-05-20,0.656776,0.529123,0.532342,0.127653,0.124434
2023-05-21,1.489602,1.062247,1.067543,0.427355,0.422059
2023-05-22,2.006081,1.688822,1.769652,0.317259,0.236429
2023-05-23,2.015904,1.780092,1.750371,0.235812,0.265533
2023-05-24,3.585155,3.248973,2.988470,0.336183,0.596685
2023-05-25,3.073174,2.490262,2.741964,0.582912,0.331210
2023-05-26,1.510599,1.137811,1.160295,0.372788,0.350305
2023-05-27,0.794421,0.468239,0.478725,0.326182,0.315697
2023-05-28,3.709789,2.453174,2.410430,1.256615,1.299359
2023-05-29,2.619182,2.179700,2.304641,0.439481,0.314540
2023-05-30,2.423551,2.240444,2.229144,0.183107,0.194406
2023-05-31,3.334225,2.563427,2.433643,0.770798,0.900582
2023-06-01,3.516436,2.841595,2.626809,0.674841,0.889627
2023-06-02,2.846163,2.391636,2.444908,0.454526,0.401255
2023-06-03,0.793341,0.629925,0.558191,0.163416,0.235149
2023-06-04,1.117630,0.782974,0.753358,0.334655,0.364271
2023-06-05,6.961219,6.756906,6.925924,0.204313,0.035295
2023-06-06,6.427199,5.989442,6.206152,0.437757,0.221047
2023-06-07,6.776803,6.060906,6.340544,0.715898,0.436260
2023-06-08,2.633287,2.271585,2.240553,0.361702,0.392734
2023-06-09,1.846683,1.615951,1.579815,0.230732,0.266868
2023-06-10,7.360164,7.031639,6.298651,0.328525,1.061513
2023-06-11,2.164852,1.953658,1.852758,0.211193,0.312093
2023-06-12,2.878303,2.705228,2.775372,0.173076,0.102932
2023-06-13,3.628609,3.142028,3.131434,0.486581,0.497175
2023-06-14,5.610181,5.227665,4.856449,0.382516,0.753731
2023-06-15,3.286840,3.286840,3.109938,0.000000,0.176902
2023-06-16,3.915024,3.143631,2.999513,0.771393,0.915511
2023-06-17,2.696648,1.184618,1.080877,1.512030,1.615772
2023-06-18,1.378432,1.123283,1.119078,0.255149,0.259354
2023-06-19,2.514997,2.172276,2.406096,0.342721,0.108901
2023-06-20,5.674954,5.512089,5.633241,0.162865,0.041713
2023-06-21,11.466819,10.042902,10.364833,1.423916,1.101986
2023-06-22,5.470285,4.686873,4.647858,0.783412,0.822426
2023-06-23,8.610540,7.620321,6.663873,0.990219,1.946666
2023-06-24,2.196412,2.005093,1.961957,0.191319,0.234455
2023-06-25,2.459963,2.087162,2.219501,0.372801,0.240462
2023-06-26,4.216136,3.684851,3.708420,0.531285,0.507717
2023-06-27,3.377845,3.219300,3.154028,0.158545,0.223817
2023-06-28,3.579095,3.148504,3.213260,0.430591,0.365836
2023-06-29,2.630285,2.468928,2.279919,0.161357,0.350366
2023-06-30,14.238245,11.482522,13.311581,2.755723,0.926663
2023-07-01,0.692535,0.532023,0.584208,0.160512,0.108328
2023-07-02,2.072560,1.494718,1.352052,0.577842,0.720508
2023-07-03,2.199024,1.745347,1.709321,0.453677,0.489702
2023-07-04,1.539994,1.345180,1.341777,0.194814,0.198217
2023-07-05,1.525028,1.193781,1.189399,0.331246,0.335629
2023-07-06,5.799452,5.378328,5.567870,0.421124,0.231583
2023-07-07,2.603362,2.049081,2.062000,0.554281,0.541362
2023-07-08,0.541431,0.319133,0.363316,0.222298,0.178116
2023-07-09,0.737316,0.629342,0.585512,0.107975,0.151805
2023-07-10,2.917515,2.094225,2.352097,0.823290,0.565418
2023-07-11,1.518903,1.378562,1.335043,0.140341,0.183860
2023-07-12,2.567870,2.460433,2.178202,0.107438,0.389668
2023-07-13,5.681746,4.712237,4.835870,0.969510,0.845877
2023-07-14,5.264872,5.264872,5.264872,0.000000,0.000000
2023-07-15,0.389759,0.337440,0.369151,0.052319,0.020608
2023-07-16,0.849488,0.661969,0.647603,0.187519,0.201885
2023-07-17,2.487781,2.243606,2.055665,0.244175,0.432116
2023-07-18,2.507639,2.247009,2.334736,0.260630,0.172903
2023-07-19,1.666456,1.586515,1.594438,0.079941,0.072018
2023-07-20,2.240086,1.914234,1.900152,0.325852,0.339934
2023-07-21,0.943499,0.782211,0.774465,0.161288,0.169034
2023-07-22,0.454501,0.297989,0.298314,0.156512,0.156187
2023-07-23,0.836268,0.658115,0.678580,0.178152,0.157688
2023-07-24,5.174084,1.563402,1.581570,3.610682,3.592514
2023-07-25,0.742141,0.603820,0.609160,0.138321,0.132981
2023-07-26,1.774017,1.439544,1.494564,0.334473,0.279453
2023-07-27,0.711343,0.635182,0.630646,0.076160,0.080697
2023-07-28,0.643011,0.543641,0.620188,0.099370,0.022823
2023-07-29,0.139155,0.100891,0.099032,0.038264,0.040123
2023-07-30,0.743348,0.607185,0.538277,0.136163,0.205071
2023-07-31,0.943157,0.718721,0.704812,0.224435,0.238345
2023-08-01,2.859198,2.427280,2.593003,0.431918,0.266194
2023-08-02,2.591038,2.350432,2.052414,0.240606,0.538624
2023-08-03,0.893073,0.804181,0.828225,0.088893,0.064849
2023-08-04,0.823073,0.790918,0.778304,0.032155,0.044770
2023-08-05,0.116545,0.086181,0.093593,0.030365,0.022952
2023-08-06,0.203351,0.175915,0.181414,0.027436,0.021937
2023-08-07,1.216227,0.952714,1.181299,0.263513,0.034929
2023-08-08,1.964915,1.775455,1.729746,0.189460,0.235169
2023-08-09,1.293821,1.265683,1.293821,0.028139,0.000000
2023-08-10,0.694362,0.545455,0.535446,0.148907,0.158915
2023-08-11,0.424079,0.357876,0.344326,0.066203,0.079752
2023-08-12,0.041415,0.020382,0.023341,0.021033,0.018074
2023-08-13,0.101886,0.063095,0.064030,0.038791,0.037857
2023-08-14,0.805424,0.771182,0.744420,0.034242,0.061004
2023-08-15,0.574312,0.469186,0.556916,0.105126,0.017396
2023-08-16,1.207023,1.191452,1.198316,0.015571,0.008707
2023-08-17,30.570791,30.570791,27.641558,0.000000,2.929233
2023-08-18,6.814767,6.692768,6.535123,0.121998,0.279644
2023-08-19,1.299020,1.189746,1.152424,0.109274,0.146596
2023-08-20,0.756626,0.553031,0.558199,0.203595,0.198427
2023-08-21,1.403118,1.318940,1.323264,0.084177,0.079854
2023-08-22,3.418790,2.134935,1.875307,1.283855,1.543483
2023-08-23,3.208586,2.732109,2.908089,0.476477,0.300497
2023-08-24,1.658065,1.457138,1.488817,0.200928,0.169248
2023-08-25,1.960563,1.758389,1.960563,0.202174,0.000000
2023-08-26,0.179644,0.094905,0.082645,0.084739,0.096999
2023-08-27,0.303440,0.205289,0.213290,0.098152,0.090151
2023-08-28,1.305063,1.220481,1.151165,0.084582,0.153897
2023-08-29,12.816487,9.671967,9.310835,3.144519,3.505652
2023-08-30,2.930970,2.536649,2.763885,0.394320,0.167085
2023-08-31,6.282202,4.490457,4.650047,1.791744,1.632154
2023-09-01,3.444444,3.421862,3.444444,0.022582,0.000000
2023-09-02,0.477859,0.342540,0.381078,0.135318,0.096781
2023-09-03,1.026006,0.736132,0.817333,0.289873,0.208672
2023-09-04,1.402134,1.156655,1.156979,0.245479,0.245155
2023-09-05,1.170546,0.972799,1.008614,0.197746,0.161931
2023-09-06,2.241229,2.025889,1.823803,0.215340,0.417425
2023-09-07,2.153785,2.153785,1.923120,0.000000,0.230665
2023-09-08,2.073771,1.760736,1.826796,0.313035,0.246974
2023-09-09,0.206163,0.105971,0.115831,0.100193,0.090332
2023-09-10,0.974810,0.736462,0.723585,0.238349,0.251225
2023-09-11,4.172521,3.485746,3.665132,0.686775,0.507389
2023-09-12,7.129640,6.008176,5.492955,1.121464,1.636685
2023-09-13,3.123748,2.597169,2.602209,0.526579,0.521539
2023-09-14,2.883094,2.540554,2.545890,0.342540,0.337203
2023-09-15,1.450469,1.258278,1.318737,0.192191,0.131731
2023-09-16,0.531917,0.421148,0.463357,0.110770,0.068561
2023-09-17,0.282939,0.218547,0.233566,0.064392,0.049373
2023-09-18,3.309081,3.309081,3.301688,0.000000,0.007393
2023-09-19,3.477968,3.124439,3.203128,0.353529,0.274839
2023-09-20,2.862193,2.815964,2.862193,0.046230,0.000000
2023-09-21,1.821062,1.704461,1.821062,0.116601,0.000000
2023-09-22,0.944446,0.888846,0.913688,0.055599,0.030758
2023-09-23,0.162501,0.084111,0.096046,0.078390,0.066455
2023-09-24,1.566456,0.826120,0.733346,0.740336,0.833110
2023-09-25,1.679937,1.540367,1.553146,0.139570,0.126791
2023-09-26,0.920851,0.810357,0.844417,0.110494,0.076434
2023-09-27,2.210247,2.097387,2.014077,0.112861,0.196170
2023-09-28,3.310656,3.180384,3.135253,0.130272,0.175404
2023-09-29,2.545738,2.367495,2.247604,0.178243,0.298134
2023-09-30,0.331592,0.244897,0.249368,0.086695,0.082224
2023-10-01,7.902168,2.714842,3.359507,5.187325,4.542660
2023-10-02,6.034296,5.069917,5.012571,0.964379,1.021726
2023-10-03,2.387887,2.182066,2.148534,0.205822,0.239353
2023-10-04,2.256001,2.050524,2.061564,0.205477,0.194437
2023-10-05,2.833590,2.759541,2.621519,0.074049,0.212071
2023-10-06,4.321387,3.828022,3.923736,0.493366,0.397651
2023-10-07,0.501785,0.447737,0.457390,0.054048,0.044394
2023-10-08,1.027384,0.855245,0.893462,0.172140,0.133923
2023-10-09,2.451537,2.130732,2.149308,0.320805,0.302229
2023-10-10,1.923028,1.757231,1.807391,0.165797,0.115637
2023-10-11,3.119781,2.744087,2.517470,0.375694,0.602311
2023-10-12,1.509308,1.509308,1.507159,0.000000,0.002149
2023-10-13,1.905169,1.425906,1.461950,0.479264,0.443220
2023-10-14,0.290583,0.201513,0.215570,0.089069,0.075013
2023-10-15,0.714921,0.582839,0.563626,0.132082,0.151295
2023-10-16,27.991325,27.991325,26.829233,0.000000,1.162092
2023-10-17,3.429929,3.055662,3.076558,0.374267,0.353371
2023-10-18,3.589558,2.827355,2.836731,0.762203,0.752827
2023-10-19,3.006162,2.652079,2.729810,0.354083,0.276353
2023-10-20,6.053053,5.951989,5.799402,0.101064,0.253651
2023-10-21,1.920276,1.920276,1.920276,0.000000,0.000000
2023-10-22,2.029172,1.579339,1.595859,0.449833,0.433312
2023-10-23,31.626955,28.447180,31.626955,3.179775,0.000000
2023-10-24,22.882892,22.262210,22.321513,0.620682,0.561379
2023-10-25,8.102823,7.742015,7.936896,0.360809,0.165928
2023-10-26,4.386860,4.223189,4.239953,0.163672,0.146907
2023-10-27,3.874858,3.366034,3.349672,0.508824,0.525186
2023-10-28,1.536650,1.158444,1.006671,0.378206,0.529979
2023-10-29,1.684459,1.353790,1.352903,0.330669,0.331556
2023-10-30,3.050320,2.738048,2.726620,0.312272,0.323701
2023-10-31,2.333726,2.140151,2.139533,0.193575,0.194193
2023-11-01,5.825133,5.825133,5.825133,0.000000,0.000000
2023-11-02,4.245296,3.920228,3.861473,0.325068,0.383823
2023-11-03,3.651674,3.373782,3.550212,0.277892,0.101462
2023-11-04,1.107930,0.885888,0.948226,0.222042,0.159704
2023-11-05,2.456230,1.931856,2.186113,0.524374,0.270118
2023-11-06,1.796895,1.678088,1.636610,0.118807,0.160285
2023-11-07,3.832973,3.515355,3.539195,0.317619,0.293778
2023-11-08,3.651243,3.241865,3.125017,0.409378,0.526226
2023-11-09,15.295153,15.295153,13.421472,0.000000,1.873681
2023-11-10,4.532741,4.326221,4.168895,0.206520,0.363847
2023-11-11,1.744118,1.693254,1.640235,0.050864,0.103882
2023-11-12,1.040367,0.983733,0.999549,0.056634,0.040818
2023-11-13,2.934773,2.934773,2.934773,0.000000,0.000000
2023-11-14,7.355153,5.253556,6.245341,2.101597,1.109812
2023-11-15,10.732445,8.139125,8.010170,2.593321,2.722276
2023-11-16,7.121513,7.121513,7.121513,0.000000,0.000000
2023-11-17,6.719109,5.952427,6.719109,0.766682,0.000000
2023-11-18,1.146554,0.965707,1.012286,0.180847,0.134268
2023-11-19,1.528029,1.262719,1.249292,0.265309,0.278736
2023-11-20,4.915869,4.498812,4.227014,0.417057,0.688855
2023-11-21,7.281317,6.882445,7.030426,0.398872,0.250891
2023-11-22,4.339934,3.955312,4.088523,0.384622,0.251411
2023-11-23,1.897436,1.794989,1.759764,0.102448,0.137673
2023-11-24,4.977165,4.850276,4.539325,0.126889,0.437840
2023-11-25,0.398944,0.292402,0.322519,0.106543,0.076425
2023-11-26,1.184172,1.079194,1.121203,0.104978,0.062969
2023-11-27,2.780294,2.441329,2.503015,0.338965,0.277279
2023-11-28,3.399320,3.110906,2.965230,0.288415,0.434090
2023-11-29,2.759313,2.759313,2.688718,0.000000,0.070595
2023-11-30,1.597508,1.489038,1.450096,0.108470,0.147412
2023-12-01,2.965388,2.868272,2.965388,0.097117,0.000000
2023-12-02,2.391189,1.999821,2.221189,0.391368,0.170000
2023-12-03,1.933735,1.742829,1.741258,0.190906,0.192477
2023-12-04,6.864393,6.311325,6.518170,0.553068,0.346224
2023-12-05,8.826596,8.466886,8.283504,0.359710,0.543092
2023-12-06,5.869519,5.869519,5.869519,0.000000,0.000000
2023-12-07,4.560633,4.560633,4.487664,0.000000,0.072969
2023-12-08,3.248256,3.209861,3.131318,0.038394,0.116937
2023-12-09,1.770288,1.538424,1.585329,0.231864,0.184959
2023-12-10,1.030041,0.963366,0.941799,0.066675,0.088243
2023-12-11,20.672076,18.418160,15.089458,2.253916,5.582618
2023-12-12,5.752115,5.728352,5.752115,0.023762,0.000000
2023-12-13,6.375148,5.708584,6.154890,0.666564,0.220258
2023-12-14,7.400537,6.188784,5.656299,1.211753,1.744238
2023-12-15,3.341642,3.069835,3.058878,0.271807,0.282764
2023-12-16,1.555120,1.408513,1.418609,0.146607,0.136511
2023-12-17,2.823924,2.615450,2.561008,0.208474,0.262916
2023-12-18,5.122151,5.075362,5.122151,0.046789,0.000000
2023-12-19,5.094730,4.849837,4.946139,0.244893,0.148591
2023-12-20,5.675187,5.399092,5.675187,0.276095,0.000000
2023-12-21,4.687550,3.967921,3.926366,0.719630,0.761184
2023-12-22,3.517366,3.353255,3.353864,0.164112,0.163503
2023-12-23,1.129609,0.820544,0.864430,0.309065,0.265180
2023-12-24,3.037923,2.454339,2.366022,0.583584,0.671901
2023-12-25,2.382764,2.202948,2.203580,0.179816,0.179184
2023-12-26,3.981800,3.480903,3.433833,0.500897,0.547967
2023-12-27,3.181742,2.897710,2.882729,0.284032,0.299013
2023-12-28,3.860957,3.770951,3.679469,0.090006,0.181488
2023-12-29,5.166914,4.741631,4.732371,0.425283,0.434543
2023-12-30,2.389229,2.236840,2.276782,0.152389,0.112447
2023-12-31,2.366484,2.206690,2.175794,0.159794,0.190690
2024-01-01,2.332582,2.151616,2.141016,0.180966,0.191566
2024-01-02,7.958564,7.351955,7.431035,0.606609,0.527529
2024-01-03,29.239493,19.188640,25.073862,10.050853,4.165631
2024-01-04,7.992376,7.265255,7.000698,0.727121,0.991678
2024-01-05,19.579900,12.839984,14.652855,6.739916,4.927045
2024-01-06,1.947019,1.826159,1.897326,0.120860,0.049693
2024-01-07,2.553097,2.336889,2.251143,0.216208,0.301954
2024-01-08,11.117940,9.459660,8.827228,1.658280,2.290712
2024-01-09,30.212504,20.676625,27.927292,9.535879,2.285212
2024-01-10,23.732879,22.813240,21.760978,0.919639,1.971901
2024-01-11,14.614617,14.373560,14.514661,0.241057,0.099956
2024-01-12,18.242574,17.516849,18.082086,0.725725,0.160488
2024-01-13,5.467575,5.157726,5.158046,0.309848,0.309529
2024-01-14,3.955740,3.810646,3.904679,0.145094,0.051062
2024-01-15,4.649736,3.960343,4.056248,0.689392,0.593488
2024-01-16,5.450664,5.372355,5.450664,0.078310,0.000000
2024-01-17,3.937876,3.937876,3.937876,0.000000,0.000000
2024-01-18,5.779736,5.779736,5.779736,0.000000,0.000000
2024-01-19,6.555516,6.555516,6.555516,0.000000,0.000000
2024-01-20,1.268594,1.101694,1.078639,0.166900,0.189954
2024-01-21,0.668494,0.487301,0.555599,0.181193,0.112895
2024-01-22,9.372905,9.372905,9.247137,0.000000,0.125768
2024-01-23,8.595465,8.535954,8.064027,0.059510,0.531438
2024-01-24,4.776998,4.555754,4.705011,0.221244,0.071987
2024-01-25,3.197721,2.767391,2.483208,0.430330,0.714513
2024-01-26,5.419499,4.302142,4.570241,1.117357,0.849258
2024-01-27,1.003574,0.828988,0.940831,0.174586,0.062743
2024-01-28,2.390384,2.164512,2.166867,0.225872,0.223516
2024-01-29,3.398596,2.949510,2.960707,0.449086,0.437889
2024-01-30,4.082192,3.746486,3.776787,0.335705,0.305405
2024-01-31,5.748994,5.584976,5.274934,0.164019,0.474060
2024-02-01,4.222521,3.877344,4.019037,0.345177,0.203484
2024-02-02,2.765837,2.358797,2.337918,0.407039,0.427919
2024-02-03,0.648466,0.514721,0.558434,0.133745,0.090031
2024-02-04,1.246999,1.080418,1.020636,0.166581,0.226364
2024-02-05,2.506940,2.396889,2.319653,0.110051,0.187286
2024-02-06,2.366251,1.998902,2.013295,0.367349,0.352956
2024-02-07,2.775110,2.465287,2.410390,0.309823,0.364720
2024-02-08,3.404490,3.300977,3.135551,0.103513,0.268939
2024-02-09,8.167525,7.161251,6.803790,1.006274,1.363735
2024-02-10,1.898885,1.898885,1.898885,0.000000,0.000000
2024-02-11,2.330217,2.093464,2.092617,0.236753,0.237600
2024-02-12,5.404855,4.973056,5.064490,0.431799,0.340365
2024-02-13,6.982330,6.747115,6.143049,0.235214,0.839281
2024-02-14,6.848440,6.595637,6.375574,0.252803,0.472866
2024-02-15,5.948348,5.948348,5.726229,0.000000,0.222119
2024-02-16,3.985594,3.636668,3.438740,0.348927,0.546854
2024-02-17,2.520504,2.415493,2.337324,0.105011,0.183180
2024-02-18,1.927002,1.891974,1.926672,0.035027,0.000330
2024-02-19,2.680053,2.435736,2.408473,0.244317,0.271580
2024-02-20,5.914410,5.832165,5.603436,0.082244,0.310974
2024-02-21,4.801060,4.703283,4.459414,0.097777,0.341646
2024-02-22,4.111627,3.378001,3.275389,0.733625,0.836238
2024-02-23,3.052188,2.657513,2.828947,0.394675,0.223242
2024-02-24,0.967566,0.842305,0.828590,0.125262,0.138976
2024-02-25,1.217000,1.022828,1.118165,0.194172,0.098834
2024-02-26,6.553957,6.152655,6.379733,0.401301,0.174223
2024-02-27,12.059625,12.059625,12.059625,0.000000,0.000000
2024-02-28,39.161951,39.161951,34.351308,0.000000,4.810644
2024-02-29,18.844092,18.590900,18.527120,0.253192,0.316972
2024-03-01,7.861340,7.861340,7.861340,0.000000,0.000000
2024-03-02,2.946688,2.678034,2.673260,0.268655,0.273428
2024-03-03,3.817406,3.691035,3.631745,0.126372,0.185661
2024-03-04,19.191826,18.859137,17.568998,0.332690,1.622828
2024-03-05,49.039001,49.039001,49.039001,0.000000,0.000000
2024-03-06,22.413701,22.413701,22.413701,0.000000,0.000000
2024-03-07,10.247141,10.171366,9.148999,0.075775,1.098142
2024-03-08,16.319873,14.825269,16.319873,1.494603,0.000000
2024-03-09,1.433688,1.139645,1.160721,0.294042,0.272966
2024-03-10,4.539447,3.894005,3.592706,0.645443,0.946741
2024-03-11,10.842783,10.335604,10.007062,0.507178,0.835721
2024-03-12,14.787473,13.884049,13.378679,0.903425,1.408794
